solar_TIMESTAMP,CAN_TUR_P39_POS_Pst_Js_15,ta,rh,sw_in,ppfd_in,ws,precip,swc_shallow,swc_deep,ext_rad,vpd
2012-06-11 11:38:12+00:00,9834.52168349614,26.91,53.32,911.05,1932.0,2.284,0.0,0.104180555555556,0.144,1243.992560083706,1.655533379215489
2012-06-11 12:08:12+00:00,9708.339753482129,26.81,53.74,937.05,1987.0,2.538,0.0,0.103541666666667,0.144,1247.328368104869,1.6310306966016903
2012-06-11 12:38:12+00:00,9325.922066610685,27.08,54.3,743.05,1570.0,2.167,0.0,0.103541666666667,0.144,1235.3645872638008,1.6370233173093918
2012-06-11 13:08:12+00:00,8716.458449143709,26.85,56.71,664.4499999999999,1406.0,1.995,0.0,0.102618055555556,0.144,1208.3058649876427,1.5299053346090568
2012-06-11 13:38:12+00:00,7707.782042794042,26.26,59.68,446.55,944.0,1.734,0.0,0.102618055555556,0.144,1166.6150537655644,1.3763034531324694
2012-06-11 14:08:12+00:00,7503.323351427985,26.33,59.62,482.35,1031.0,1.824,0.0,0.102541666666667,0.144,1111.0052937884354,1.3840540937232697
2012-06-11 14:38:12+00:00,5578.879904182204,24.89,68.3,304.95,669.3,3.173,0.0,0.102208333333333,0.144,1042.4278143198007,0.9976246926195738
2012-06-11 15:08:12+00:00,3076.8415599045675,22.86,81.9000000000001,194.75,417.2,3.564,0.25,0.101979166666667,0.143,962.0556624629428,0.5042181538467734
2012-06-11 15:38:12+00:00,1794.9878542912818,21.87,88.9000000000001,136.75,289.0,2.793,0.28,0.101618055555556,0.144,871.2636376519101,0.2911589731650914
2012-06-11 16:08:12+00:00,1000.3558558726464,21.55,91.7000000000001,113.05,234.1,2.062,0.34,0.101979166666667,0.143,771.6047750965581,0.2134988842829694
2012-06-11 16:38:12+00:00,613.6027513764158,21.4,93.1000000000001,98.55,202.9,1.371,0.17,0.101541666666667,0.144,664.7837804438758,0.1758651712945695
2012-06-11 17:08:12+00:00,379.81717507902033,21.43,93.9000000000001,68.9,136.5,1.153,0.18,0.101951388888889,0.144,552.6278700669552,0.1557608495453086
2012-06-11 17:38:12+00:00,219.0310522720971,21.3,93.8000000000001,46.81,83.8000000000002,1.803,0.7,0.1023125,0.142,437.0555157716888,0.1570587088371144
2012-06-11 18:08:12+00:00,148.94294519820866,21.19,94.9000000000001,45.53,77.5000000000001,1.498,0.4,0.101951388888889,0.143,320.0436285559823,0.1283251188382315
2012-06-11 18:38:12+00:00,102.97850928325624,21.17,95.3000000000001,35.17,51.8300000000001,1.743,0.29,0.102284722222222,0.142,203.59374275677956,0.1181154132597059
2012-06-11 19:08:12+00:00,89.0744407695362,21.15,95.8000000000001,17.524,0.0,1.285,0.25,0.102569444444444,0.143,89.69777901870603,0.1054205167317863
2012-06-11 19:38:12+00:00,61.3034784068333,21.17,96.5000000000001,12.136,0.0,0.881000000000002,0.11,0.102284722222222,0.143,0.0,0.087958286469993
2012-06-11 20:08:12+00:00,36.02660952076261,21.13,97.0,11.921,0.0,1.489,1.56,0.110534722222222,0.143,0.0,0.0752080202922167
2012-06-11 20:38:12+00:00,37.29861215213351,20.93,97.2,11.705,0.0,1.643,0.82,0.11425,0.143,0.0,0.0693372977349171
2012-06-11 21:08:12+00:00,26.32307095861498,20.67,97.4000000000001,11.609,0.0,1.378,0.0,0.114784722222222,0.143,0.0,0.0633629860871107
2012-06-11 21:38:12+00:00,27.520116753487464,20.15,97.3,11.59,0.0,1.19,0.0,0.114833333333333,0.143,0.0,0.0637222019018559
2012-06-11 22:08:12+00:00,28.727015971016936,20.41,97.3,12.016,0.0,1.388,0.0,0.114395833333333,0.144,0.0,0.0647538273156671
2012-06-11 22:38:12+00:00,29.943507835480176,20.77,97.2,11.93,0.0,2.103,0.12,0.114805555555556,0.142,0.0,0.0686584100660283
2012-06-11 23:08:12+00:00,43.7782302508347,20.68,96.9,11.941,0.0,2.64,0.0,0.114395833333333,0.143,0.0,0.0755947120931446
2012-06-11 23:38:12+00:00,45.0969830625533,20.65,95.5,12.074,0.0,2.431,0.0,0.1140625,0.143,0.0,0.1095317101304149
2012-06-12 00:08:00+00:00,33.64815376725415,20.57,95.0,11.961,0.0,2.126,0.0,0.114756944444444,0.142,0.0,0.1211035281941663
2012-06-12 00:38:00+00:00,34.900695891295875,20.61,94.5,12.213,0.0,1.947,0.0,0.114652777777778,0.142,0.0,0.13354263110342
2012-06-12 01:08:00+00:00,36.161731947730125,20.57,94.6,11.867,0.0,1.965,0.0,0.114652777777778,0.142,0.0,0.1307918104496996
2012-06-12 01:38:00+00:00,25.291205171838303,20.41,94.9,11.916,0.0,1.941,0.0,0.114652777777778,0.141,0.0,0.1223127849295933
2012-06-12 02:08:00+00:00,26.47616552818325,20.38,95.0,11.951,0.0,2.155,0.0,0.114319444444444,0.143,0.0,0.1196926911856857
2012-06-12 02:38:00+00:00,27.671164594579903,20.33,94.9,12.047,0.0,2.096,0.0,0.114034722222222,0.143,0.0,0.121710291412727
2012-06-12 03:08:00+00:00,28.87592920598884,20.29,95.7,12.247,0.0,1.948,0.0,0.114319444444444,0.142,0.0,0.1023653100056822
2012-06-12 03:38:00+00:00,30.43885036856453,20.28,95.9,12.282,0.0,2.453,0.0,0.113986111111111,0.142,0.0,0.0975438653166107
2012-06-12 04:08:00+00:00,32.01698218773172,20.21,96.1,13.696000000000002,0.0,2.089,0.0,0.113986111111111,0.141,0.0,0.0923852005950571
2012-06-12 04:38:00+00:00,2.346930944487417,20.17,96.3,23.270000000000003,0.0,2.072,0.0,0.113986111111111,0.142,40.92653185537051,0.087431060713643
2012-06-12 05:08:00+00:00,0.0,20.19,96.4,40.06,59.7400000000001,2.122,0.0,0.113986111111111,0.142,152.9630182287275,0.0851732959827202
2012-06-12 05:38:00+00:00,4.4014535401570845,20.26,96.6,52.89,90.7000000000001,1.966,0.0,0.1139375,0.142,268.4333897226471,0.0807901597687763
2012-06-12 06:08:00+00:00,15.162352974771284,20.46,96.5,99.25,198.1,1.855,0.22,0.113805555555556,0.143,385.3624838630647,0.0841994766730787
2012-06-12 06:38:00+00:00,27.82153313249739,20.57,96.6,99.25,195.5,2.428,0.35,0.1139375,0.143,501.7501866131859,0.0823503991720331
2012-06-12 07:08:00+00:00,17.94819244444204,20.67,96.5,85.05,165.6,2.762,0.0,0.114347222222222,0.141,615.6056450400016,0.0852963274249605
2012-06-12 07:38:00+00:00,43.45377948974696,20.98,95.9,315.45,636.5,2.664,0.0,0.114270833333333,0.142,724.9813215536582,0.1018420229063301
2012-06-12 08:08:00+00:00,87.36097866643499,21.43,93.9,261.65,534.1,2.628,0.0,0.114215277777778,0.141,828.0063072100672,0.1557608495453113
2012-06-12 08:38:00+00:00,206.89717793815464,21.98,91.5,316.95,631.2,2.157,0.0,0.114270833333333,0.141,922.918324241526,0.2244603390664705
2012-06-12 09:08:00+00:00,480.3953749535246,21.96,91.0,258.85,524.5,2.389,0.0,0.114166666666667,0.142,1008.0938704015751,0.2373742781314409
2012-06-12 09:38:00+00:00,1656.8161987301469,22.64,88.2,500.75,1042.0,2.299,0.0,0.1139375,0.142,1082.075989495111,0.3243634010696961
2012-06-12 10:08:00+00:00,2733.8167081453025,23.07,85.9,464.75,956.0,2.288,0.0,0.114166666666667,0.142,1143.5991930710825,0.3978109820810585
2012-06-12 10:38:00+00:00,2938.5663830782014,22.89,86.9,309.15000000000003,633.7,2.518,0.0,0.1139375,0.141,1191.611106984098,0.3655947868944063
2012-06-12 11:08:00+00:00,3597.6071992058246,23.17,85.6,369.35,753.0,2.581,0.0,0.1139375,0.141,1225.2904725552446,0.4087375352040006
2012-06-12 11:38:00+00:00,4481.66773559672,23.47,84.4,485.35,1006.0,2.62,0.0,0.113527777777778,0.142,1244.0611944174163,0.4508869579264738
2012-06-12 12:08:00+00:00,6005.280904957397,24.42,82.4,836.05,1767.0,2.908,0.0,0.113243055555556,0.141,1247.602194753811,0.5385551216923132
2012-06-12 12:38:00+00:00,7105.493953984544,25.07,79.1,790.05,1650.0,3.521,0.0,0.112833333333333,0.141,1235.85290537145,0.6648310968110995
2012-06-12 13:08:00+00:00,8042.807835309969,25.28,77.3,853.05,1802.0,3.977,0.0,0.112680555555556,0.141,1209.0143036677864,0.7311662261668901
2012-06-12 13:38:00+00:00,9464.63923554274,26.04,74.5,858.05,1836.0,2.846,0.0,0.112631944444444,0.14,1167.5454747718768,0.8591960597279562
2012-06-12 14:08:00+00:00,8739.190834225603,25.88,69.91,356.95,737.0,3.397,0.0,0.112270833333333,0.141,1112.1557586677484,1.0043044630267577
2012-06-12 14:38:00+00:00,9739.780479417384,25.84,59.43,669.3499999999999,1385.0,3.734,0.0,0.111708333333333,0.141,1043.792616627961,1.350890691247687
2012-06-12 15:08:00+00:00,9364.297697369946,25.0,59.41,392.65,788.0,3.972,0.0,0.111708333333333,0.14,963.6254245078596,1.2858009755360291
2012-06-12 15:38:00+00:00,9627.619729683674,25.14,55.02,652.55,1250.0,3.673,0.0,0.111375,0.141,873.0254701235195,1.4367918750239244
2012-06-12 16:08:00+00:00,9381.57705417241,24.57,51.39,523.85,989.0,3.892,0.0,0.110784722222222,0.14,773.5424968660708,1.5008539490871873
2012-06-12 16:38:00+00:00,8663.452941504396,24.18,51.1,440.95,823.0,3.558,0.0,0.112,0.14,666.8781947832704,1.4749746154094852
2012-06-12 17:08:00+00:00,7889.895094958642,23.47,52.78,309.65000000000003,575.3,3.266,0.0,0.11225,0.139,554.8570925734776,1.3648001380312884
2012-06-12 17:38:00+00:00,7179.875591335593,22.78,54.17,242.25,430.9,3.413,0.0,0.112,0.139,439.3953483944953,1.2705314375901453
2012-06-12 18:08:00+00:00,6259.974838809574,21.84,55.29,138.95000000000002,250.8,3.632,0.0,0.112,0.14,322.46797333204285,1.1706224618472143
2012-06-12 18:38:00+00:00,5263.623012649569,20.69,59.2,65.11,110.0,2.992,0.0,0.11125,0.139,206.07504818119352,0.9955367611888049
2012-06-12 19:08:00+00:00,4349.341165595542,19.71,60.25,23.950000000000003,33.5300000000002,2.783,0.0,0.111,0.139,92.20751141415276,0.9129115679859392
2012-06-12 19:38:00+00:00,3331.499142611477,18.62,62.17,9.315,0.0,2.028,0.0,0.11125,0.139,0.0,0.8117700766968707
2012-06-12 20:08:00+00:00,2574.8356605729746,17.62,64.42,8.079,0.0,1.858,0.0,0.111,0.139,0.0,0.7170034843586388
2012-06-12 20:38:00+00:00,2219.703294806956,17.01,63.67,8.963000000000001,0.0,2.478,0.0,0.111,0.139,0.0,0.7044233216610183
