solar_TIMESTAMP,CZE_BIK_Pab_Jt_7,ta,rh,sw_in,ppfd_in,ws,precip,swc_shallow,swc_deep,ext_rad,vpd
2016-08-10 13:39:45+00:00,0.0,8.3675,100.0,52.49888029,110.98263293306,0.64975,0.2,0.3125111905,0.5410179048,1030.9131918462383,0.0
2016-08-10 13:49:45+00:00,0.0,8.341,100.0,50.52811931,106.81644422134,0.39075,0.0,0.3127331905,0.5417235476,1015.6278070891792,0.0
2016-08-10 13:59:45+00:00,0.0,8.242,100.0,40.04085802,84.64637385428,0.486,0.0,0.312593119,0.5421860476,998.918261172294,0.0
2016-08-10 14:09:45+00:00,0.0,8.116,100.0,74.18507906,156.82725713284,0.4765,0.0,0.3122891905,0.5421860476,980.8163684378634,0.0
2016-08-10 14:19:45+00:00,0.0,8.3145,100.0,102.7298264,217.1708530096,0.73175,0.6,0.3119059762,0.5420063333,961.3565942275196,0.0
2016-08-10 14:29:45+00:00,0.0,8.234,100.0,40.76034219,86.16736338966,0.5735,0.2,0.3116443333,0.5416627619,940.575989261964,0.0
2016-08-10 14:39:45+00:00,0.0,8.162,100.0,43.14558611,91.20976903654,0.49925,0.2,0.3118663333,0.5413614762000001,918.5141190981824,0.0
2016-08-10 14:49:45+00:00,0.0,8.12,100.0,43.26289581,91.45776174234,0.56025,0.2,0.3120883333,0.541401119,895.2129887984644,0.0
2016-08-10 14:59:45+00:00,0.0,8.1275,100.0,32.2360239,68.14695452459999,0.41725,0.6,0.3121887619,0.5414619048,870.7169629545461,0.0
2016-08-10 15:09:45+00:00,0.0,8.116,100.0,24.0714427,50.8870298678,0.5525,0.4,0.3124504048,0.5415623333,845.0726812193698,0.0
2016-08-10 15:19:45+00:00,0.0,8.177,100.0,47.90825598,101.27805314172,0.4745,0.8,0.3133780476,0.5419059048,818.3289695070006,0.0
2016-08-10 15:29:45+00:00,0.0,8.181,100.0,56.90963105,120.3069600397,0.345,0.6,0.315090619,0.5440624762,790.5367470300641,0.0
2016-08-10 15:39:45+00:00,0.0,8.295,100.0,62.26666742,131.63173492587998,0.32575,0.2,0.3169274048,0.5461794048,761.7489293514561,0.0
2016-08-10 15:49:45+00:00,0.0,8.303,100.0,81.51286639,172.31819954846,0.45725,0.4,0.3177519762,0.5471070476,732.0203276350123,0.0
